fid,DamID,DamName,Lat,Lon,FlagType,InstllCap,MaxVol,MaxVolSrc,MinVol,MinVolSrc,MaxH,MinH,MaxHSrc,MinHSrc,NmEnrgy01a,NmEnrgy01b,NmEnrgy01c,NmEnrgy01d,DisDur01a,DisDur01b,DisDur01c,DisDur01d,HisMaxVol,HisMinVol,HisMeanVol,HisMedVol,HisVol_25,HisVol_75,HisMaxH,HisMinH,HisMeanH,HisMedH,HisH_25,HisH_75,HisSrc,HisPeriod,NmEnrgy02a,NmEnrgy02b,NmEnrgy02c,NmEnrgy02d,NmEnrgy02e,NmEnrgy02f,DisDur02a,DisDur02b,DisDur02c,DisDur02d,DisDur02e,DisDur02f
"441",CT00541,GOODWIN,41.9892,-73.0201,Conventional storage dam,3.2,169,GRanDv1.3,10.52405136,NID2019,46.2,22.18944,GRanDv1.3,NID2019,21276.255,636.349646921265,10638.1275,318.174823460632,6648.8296875,198.859264662895,3324.41484375,99.4296323314476,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"442",CT00548,BULLS BRIDGE,41.6781,-73.509,Run-of-River,7.2,2.220264,NID2019,2.220264,NID2019,5.12064,5.12064,NID2019,NID2019,30.980995468416,30.980995468416,15.490497734208,15.490497734208,4.30291603728,4.30291603728,2.15145801864,2.15145801864,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"443",CT00550,FIVE MILE,41.8056,-71.8863,Conventional storage dam,-99999,0.3207048,NID2019,0.3207048,NID2019,3.52044,3.52044,NID2019,NID2019,3.0765849666552,3.0765849666552,1.5382924833276,1.5382924833276,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"444",CT00576,OCCUM,41.5971,-72.0502,Conventional storage dam,0.8,0.1911894,NID2019,0.1911894,NID2019,2.98704,2.98704,NID2019,NID2019,1.5562213001496,1.5562213001496,0.7781106500748,0.7781106500748,1.945276625187,1.945276625187,0.9726383125935,0.9726383125935,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"445",CT00579,BRUNSWICK,41.7172,-71.8614,Run-of-River,0.25,0.2651982,NID2019,0.2651982,NID2019,4.05384,4.05384,NID2019,NID2019,2.9295686687148,2.9295686687148,1.4647843343574,1.4647843343574,11.7182746748592,11.7182746748592,5.8591373374296,5.8591373374296,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"446",CT00637,TUNNEL DAM HYDRO STATION,41.55496,-72.04095,Conventional storage dam,2,2.035242,NID2019,2.035242,NID2019,6.82752,6.82752,NID2019,NID2019,37.865661128064,37.865661128064,18.932830564032,18.932830564032,18.932830564032,18.932830564032,9.466415282016,9.466415282016,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"447",CT01677,CARGILL FALLS,41.91589,-71.91122,Run-of-River,0.875,0.0801762,NID2019,0.0801762,NID2019,5.12064,5.12064,NID2019,NID2019,1.1187581696928,1.1187581696928,0.5593790848464,0.5593790848464,1.2785807653632,1.2785807653632,0.6392903826816,0.6392903826816,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"448",FL00435,JIM WOODRUFF DAM,30.70833,-84.865,Lock & Dam,43.5,501.039576,NID2019,501,GRanDv1.3,19.6,16.1544,GRanDv1.3,NID2019,26760.52375416,22054.39074,13380.26187708,11027.19537,615.184454118621,506.997488275862,307.59222705931,253.498744137931,475.752,394.316,447.107,450.419,435.962,459.704,10.641,10.04,10.43,10.454,10.347,10.524,Gao,1984-2018,13795.853,10787.569,12708.069,12831.596,12292.183,13183.52,317.146045977011,247.990091954023,292.139517241379,294.979218390805,282.57891954023,303.069425287356
"449",GA00174,AUGUSTA DIVERSION DAM,33.5543,-82.0378,Lock & Dam,-99999,1.8748896,NID2019,1.8748896,NID2019,2.45364,2.45364,NID2019,NID2019,12.5358287219424,12.5358287219424,6.2679143609712,6.2679143609712,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"450",GA00192,MILSTEAD,33.691,-83.9942,Conventional storage dam,1,0.0863436,NID2019,0.0863436,NID2019,9.17448,9.17448,NID2019,NID2019,2.1586295453688,2.1586295453688,1.0793147726844,1.0793147726844,2.1586295453688,2.1586295453688,1.0793147726844,1.0793147726844,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"451",GA00659,HABERSHAM MILLS LAKE DAM,34.59089,-83.55654,Conventional storage dam,-99999,1.5788544,NID2019,1.5788544,NID2019,8.5344,8.5344,NID2019,NID2019,36.718216851456,36.718216851456,18.359108425728,18.359108425728,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"452",GA00706,PLANT CRISP CCW IMPOUNDMENT DAM,31.8479,-83.94189,Conventional storage dam,17.2,178.9,GRanDv1.3,0.03577092,NID2019,9.1,4.69392,GRanDv1.3,NID2019,4436.27275,0.45754340529744,2218.136375,0.22877170264872,257.922834302326,0.026601360773107,128.961417151163,0.0133006803865535,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"453",GA00820,WEST POINT,32.91833,-85.18833,Conventional storage dam,73.3,746.3,GRanDv1.3,746.2554,NID2019,25.9,25.81656,GRanDv1.3,NID2019,52671.98825,52499.1614181804,26335.994125,26249.5807090902,718.581012960437,716.223211707782,359.290506480218,358.111605853891,788.552,395.605,651.305,657.938,605.007,721.626,25.048,20.357,23.469,23.536,22.88,24.322,Gao,1984-2018,53822.538,21945.641,41652.123,42196.839,37721.094,47826.714,734.277462482947,299.39482946794,568.241787175989,575.673110504775,514.612469304229,652.479045020464
"454",GA00821,CARTERS MAIN DAM,34.61333,-84.67029,Has PS already,250,583.2,GRanDv1.3,583.189344,NID2019,98.99904,98.7,NID2019,GRanDv1.3,157331.2543488,156853.14798888,78665.6271744,78426.57399444,629.3250173952,627.41259195552,314.6625086976,313.70629597776,506.769,375.065,462.741,466.223,459.01,471.802,117.756,107.201,114.534,114.831,114.274,115.243,Gao,1984-2018,162614.08,109565.278,144423.905,145887.688,142933.5,148163.283,650.45632,438.261112,577.69562,583.550752,571.734,592.653132
"455",GA00824,BUFORD,34.16,-84.07333,Conventional storage dam,131.2,3150.3,GRanDv1.3,2364.58116,NID2019,49.28616,49,NID2019,GRanDv1.3,423100.3673358,315730.699389,211550.1836679,157865.3496945,3224.85036079116,2406.48398924543,1612.42518039558,1203.24199462271,3206.023,1535.014,2680.46,2779.228,2404.857,3020.415,49.016,42.393,47.062,47.489,46.028,48.363,Gao,1984-2018,428226.051,177324.324,343751.976,359649.964,301633.8,398054.478,3263.91807164634,1351.55734756098,2620.06079268293,2741.23448170732,2299.0381097561,3033.95181402439
"456",GA00826,GOAT ROCK,32.6096,-85.0795,Conventional storage dam,38.6,12.3,GRanDv1.3,10.48458,NID2019,14.72184,14.7,NID2019,GRanDv1.3,493.4392722,419.98606335,246.7196361,209.993031675,12.7834008341969,10.8804679624352,6.39170041709845,5.44023398121762,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"457",GA00830,"BARTLETTS FERRY, MAIN DAM",32.663,-85.0908,Conventional storage dam,173,225.72684,NID2019,225.7,GRanDv1.3,32.2,32.004,GRanDv1.3,NID2019,19806.4015758,19683.50013,9903.2007879,9841.750065,114.487870380347,113.777457398844,57.2439351901734,56.888728699422,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"458",GA00835,FLINT RIVER,31.6026,-84.137,Run-of-River,5.4,9.86784,NID2019,4.23,HydroLAKES,9.32688,9.32688,NID2019,NID2019,250.79853474432,107.50861404,125.39926737216,53.75430702,46.4441731008,19.9090026,23.2220865504,9.9545013,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"459",GA00836,SINCLAIR,33.1405,-83.2018,Run-of-River,45,604.4,GRanDv1.3,410.74884,NID2019,22.4028,22.4,NID2019,GRanDv1.3,36897.187572,25072.1091936,18448.593786,12536.0545968,819.9375016,557.15798208,409.9687508,278.57899104,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"460",GA00837,OLIVER,32.5155,-85.0004,Conventional storage dam,60,39.5,GRanDv1.3,39.47136,NID2019,14.72184,14.7,NID2019,GRanDv1.3,1584.622053,1581.1240032,792.3110265,790.5620016,26.41036755,26.35206672,13.205183775,13.17603336,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"461",GA00842,MORGAN FALLS,33.9681,-84.3841,Conventional storage dam,16.8,8.93,HydroLAKES,3.885462,NID2019,13.8684,13.8684,NID2019,NID2019,337.4771127,146.83700977218,168.73855635,73.41850488609,20.087923375,8.740298200725,10.0439616875,4.3701491003625,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"462",GA00843,HIGH SHOALS UPPER DAM,33.8175,-83.5096,Conventional storage dam,1.4,2.24616708,NID2019,2.24616708,NID2019,3.2004,3.2004,NID2019,NID2019,19.5890252597172,19.5890252597172,9.7945126298586,9.7945126298586,13.992160899798,13.992160899798,6.996080449899,6.996080449899,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"463",GA00844,TUGALO,34.7144,-83.3519,Conventional storage dam,44.8,53.03964,NID2019,53,GRanDv1.3,33.0708,32.9,NID2019,GRanDv1.3,4779.8225647452,4751.5825,2389.9112823726,2375.79125,106.692467963063,106.062109375,53.3462339815313,53.0310546875,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"464",GA00845,TALLASSEE SHOALS,33.99154,-83.5018,Run-of-River,2.3,0.370044,NID2019,0.370044,NID2019,10.24128,10.24128,NID2019,NID2019,10.326998489472,10.326998489472,5.163499244736,5.163499244736,4.4899993432487,4.4899993432487,2.24499967162435,2.24499967162435,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"465",GA00852,STEVENS CREEK,33.56535,-82.04721,Lock & Dam,17.6,10.731276,NID2019,10.731276,NID2019,9.144,9.144,NID2019,NID2019,267.3954966024,267.3954966024,133.6977483012,133.6977483012,15.1929259433182,15.1929259433182,7.59646297165909,7.59646297165909,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"466",GA00853,NORTH HIGHLANDS,32.49849,-84.99574,Conventional storage dam,29.6,1.95,HydroLAKES,1.44563856,NID2019,7.89432,7.89432,NID2019,NID2019,41.9484429,31.0986085067683,20.97422145,15.5493042533842,1.417177125,1.0506286657692,0.7085885625,0.5253143328846,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"467",GA00854,WALLACE,33.3502,-83.1574,Has PS already,112.4,727.8,GRanDv1.3,456.3876,NID2019,25.9,25.6032,GRanDv1.3,NID2019,51366.3045,31841.578675872,25683.15225,15920.789337936,456.995591637011,283.288066511317,228.497795818505,141.644033255658,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"468",GA00855,TALLULAH FALLS,34.7387,-83.3955,Conventional storage dam,72,2.960352,NID2019,2.960352,NID2019,29.8704,29.8704,NID2019,NID2019,240.96329808768,240.96329808768,120.48164904384,120.48164904384,3.34671247344,3.34671247344,1.67335623672,1.67335623672,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"469",GA00856,MATHIS & TERRORA,34.7654,-83.4162,Conventional storage dam,16,38.2,GRanDv1.3,33.61233,NID2019,24.10968,23.8,NID2019,GRanDv1.3,2509.6971396,2179.92766215,1254.8485698,1089.963831075,156.856071225,136.245478884375,78.4280356125,68.1227394421875,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"470",GA00861,NACOOCHEE,34.7549,-83.5012,Conventional storage dam,4.8,10.17621,NID2019,4.41,HydroLAKES,16.002,16.002,NID2019,NID2019,443.7382163445,192.3000345,221.86910817225,96.15001725,92.4454617384375,40.0625071875,46.2227308692188,20.03125359375,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"471",GA00864,BURTON,34.7939,-83.5402,Conventional storage dam,6,133.21584,NID2019,133.2,GRanDv1.3,28.8036,28.7,NID2019,GRanDv1.3,10456.0859705904,10417.239,5228.0429852952,5208.6195,1742.6809950984,1736.2065,871.3404975492,868.10325,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"472",GA00868,RIVERVIEW DIVERSION DAM,32.8001,-85.1531,Run-of-River,0.48,0.2651982,NID2019,0.2651982,NID2019,2.624328,2.624328,NID2019,NID2019,1.89651024343116,1.89651024343116,0.94825512171558,0.94825512171558,3.95106300714825,3.95106300714825,1.97553150357413,1.97553150357413,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"473",GA00873,LLOYD SHOALS,33.3207,-83.8414,Conventional storage dam,14.4,132,GRanDv1.3,119.64756,NID2019,22.4028,22.4,NID2019,GRanDv1.3,8058.28716,7303.2870624,4029.14358,3651.6435312,559.603275,507.172712666667,279.8016375,253.586356333333,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"474",GA00874,YONAH,34.6814,-83.3425,Conventional storage dam,22.5,14.4,GRanDv1.3,12.581496,NID2019,19.62912,19.6,NID2019,GRanDv1.3,770.2466688,671.97770136,385.1233344,335.98885068,34.23318528,29.865675616,17.11659264,14.932837808,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"475",GA01109,DALESMOORE PLANTATION,33.0789,-84.6142,Conventional storage dam,0.096,1.85022,NID2019,1.42,HydroLAKES,4.2672,4.2672,NID2019,NID2019,21.5145801864,16.5119304,10.7572900932,8.2559652,224.110210275,171.999275,112.0551051375,85.9996375,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"476",GA01701,J. STROM THURMOND DAM,33.6609,-82.19983,Conventional storage dam,361.9,4711.9,GRanDv1.3,3096.0348,NID2019,42.7,42.672,GRanDv1.3,NID2019,548264.90425,360010.64178576,274132.452125,180005.32089288,1514.96243230174,994.779336241393,757.48121615087,497.389668120696,3334.205,1870.881,2777.995,2871.21,2550.719,3061.11,44.34,38.449,42.379,42.792,41.593,43.456,Gao,1984-2018,402858.098,196020.206,320812.411,334803.28,289103.351,362491.097,1113.17518098922,541.641906604034,886.467010223819,925.126499032882,798.848717877867,1001.6333158331
"477",GA01702,HARTWELL DAM,34.35473,-82.81945,Conventional storage dam,420,4241.6,GRanDv1.3,3145.374,NID2019,43.52544,43.4,NID2019,GRanDv1.3,503082.7046784,371987.65611,251541.3523392,185993.828055,1197.81596352,885.6848955,598.90798176,442.84244775,3363.989,1950.051,2921.582,2983.762,2741.715,3158.743,60.106,52.753,58.092,58.441,57.288,59.23,Gao,1984-2018,550988.393,280322.259,462491.879,475170.343,428006.806,509826.201,1311.87712619048,667.43395,1101.17114047619,1131.35795952381,1019.06382380952,1213.87190714286
"478",GA01705,RICHARD B. RUSSELL DAM,34.02514,-82.59422,Has PS already,300,1835.6,GRanDv1.3,22.86,HydroLAKES,41.6052,41.3,NID2019,GRanDv1.3,208109.626452,2572.72155,104054.813226,1286.360775,693.69875484,8.5757385,346.84937742,4.28786925,1380.856,1109.682,1230.447,1234.609,1191.575,1266.014,45.813,43.261,44.441,44.489,44.077,44.782,Gao,1984-2018,172386.994,130815.556,149008.633,149674.961,143118.526,154493.795,574.623313333333,436.051853333333,496.695443333333,498.916536666667,477.061753333333,514.979316666667
"479",GA01805,BONA ALLEN LAKE DAM,34.11306,-83.99139,Conventional storage dam,-99999,0.22696032,NID2019,0.22696032,NID2019,3.62712,3.62712,NID2019,NID2019,2.24325356076864,2.24325356076864,1.12162678038432,1.12162678038432,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"480",GA03742,ALLATOONA LAKE DAM AND POWERHOUSE,34.16333,-84.72833,Conventional storage dam,86.6,826.5,GRanDv1.3,826.493274,NID2019,40.11168,39.9,NID2019,GRanDv1.3,90340.027092,89862.547448835,45170.013546,44931.2737244175,1043.18737981524,1037.67375806969,521.593689907621,518.836879034844,602.98,220.978,388.221,399.163,331.837,447.364,44.488,35.769,40.327,40.695,38.862,41.973,Gao,1984-2018,73099.003,21539.06,42662.217,44264.381,35141.122,51167.578,844.099341801386,248.718937644342,492.635300230947,511.13603926097,405.78662817552,590.849630484989
"481",GA04299,HABERSHAM MILL (LOWER DAM),34.58269,-83.56881,Conventional storage dam,-99999,0.12704844,NID2019,0.12704844,NID2019,2.98704,2.98704,NID2019,NID2019,1.03413415429296,1.03413415429296,0.51706707714648,0.51706707714648,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"482",GA05180,EAGLE AND PHOENIX MILL LAKE DAM,32.46966,-84.99665,Conventional storage dam,-99999,0.59947128,NID2019,0.59947128,NID2019,2.98704,2.98704,NID2019,NID2019,4.87950678627552,4.87950678627552,2.43975339313776,2.43975339313776,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"483",GA06398,AUG. CANAL LEFT EMBKMNT + STRUCTURES (ABOVE BULKHEAD STRUCTURE),33.5501,-82.0377,Conventional storage dam,-99999,1.356828,NID2019,1.356828,NID2019,5.54736,5.54736,NID2019,NID2019,20.510566444368,20.510566444368,10.255283222184,10.255283222184,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"484",GA11101,BLUE RIDGE,34.88288,-84.28042,Conventional storage dam,23.5,241.6,GRanDv1.3,225.03115728,NID2019,39.04488,35.7,NID2019,GRanDv1.3,25705.5871968,21891.5935580916,12852.7935984,10945.7967790458,1093.85477433191,931.557172684749,546.927387165957,465.778586342374,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"485",GA29101,NOTTELY,34.95944,-84.09019,Conventional storage dam,15.9,215,GRanDv1.3,214.995564,NID2019,42.7,42.03192,GRanDv1.3,NID2019,25016.8625,24624.9430439478,12508.43125,12312.4715219739,1573.38757861635,1548.73855622313,786.693789308176,774.369278111567,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"486",HI00073,HC&S RESERVOIR 24,20.88756,-156.35539,Conventional storage dam,4.5,0.05674008,NID2019,0.05674008,NID2019,8.32104,8.32104,NID2019,NID2019,1.28657189514672,1.28657189514672,0.64328594757336,0.64328594757336,0.28590486558816,0.28590486558816,0.14295243279408,0.14295243279408,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"487",HI00098,ALEXANDER,21.95713,-159.52579,Conventional storage dam,2,1.3198236,NID2019,1.3198236,NID2019,25.38984,25.38984,NID2019,NID2019,91.3150498378104,91.3150498378104,45.6575249189052,45.6575249189052,45.6575249189052,45.6575249189052,22.8287624594526,22.8287624594526,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
