plant,NERC,EHA_ID,EIA_ID,NID_ID,lat,lon,state,county,HUC,bal_auth,mode,n_units,CH_MW,CH_MWh
Gorge,WECC,hc1055_p01,6431,WA00168,48.675689,-121.240473,WA,Whatcom,171100000000,SCL,NA,4,207.3,954288.29
Alder,WECC,hc1124_p01,3913,WA00257,46.80095939,-122.3105034,WA,"Thurston, Pierce",171100000000,TPWR,Run-of-river,2,50,203909.22
LaGrande,WECC,hc1125_p01,3916,WA00253,46.7901,-122.2867,WA,"Thurston, Pierce",171100000000,TPWR,Run-of-river,6,64,317793.01
Upper Baker,WECC,hc1263_p01,3861,WA00173,48.6492,-121.6894,WA,Whatcom,171100000000,PSEI,Intermediate Peaking,2,104.8,335800.59
Lower Baker,WECC,hc1264_p01,3855,WA00172,48.5478,-121.7394,WA,Skagit,171100000000,PSEI,Intermediate Peaking,2,111.2,352070.94
Jackson,WECC,hc1267_p01,7588,WA00208,47.9746,-121.6868,WA,Snohomish,171100000000,BPAT,Peaking,4,111.8,426096.47
Snoqualmie,WECC,hc1519_p01,3860,WA00295,47.5417,-121.8367,WA,King,171100000000,PSEI,Run-of-river,5,12.8,58981.47
Snoqualmie 2,WECC,hc1519_p02,7867,WA00295,47.5417,-121.8367,WA,King,171100000000,PSEI,Run-of-river,2,38.7,138377.67
Newhalem,WECC,hc1666_p01,9842,"NA",48.669248,-121.249872,WA,Whatcom,171100000000,SCL,Run-of-river,1,2.3,3571.71
South Fork Tolt,WECC,hc1759_p01,622,WA00177,47.7069,-121.8067,WA,King,171100000000,SCL,NA,1,16.8,54035.06
Koma Kulshan,WECC,hc1797_p01,54267,"NA",48.6847,-121.8061,WA,Whatcom,171100000000,PSEI,Run-of-river,1,12,39878.59
Lilliwaup Falls Generating,WECC,hc1809_p01,50700,"NA",47.470699,-123.115795,WA,Mason,171100000000,BPAT,NA,7,1.4,3281.38
Rocky Brook Hydroelectric,WECC,hc1824_p01,50228,"NA",47.7217,-122.9415,WA,Jefferson,171100000000,BPAT,NA,1,1.6,1597.73
Twin Falls Hydro,WECC,hc1875_p01,50827,"NA",47.4444,-121.6858,WA,King,171100000000,PSEI,Run-of-river,2,24,68330.07
Port Townsend Mill,WECC,hc1899_p01,50544,WA00726,48.0944,-122.8028,WA,Jefferson County,171100000000,BPAT,Canal/Conduit,1,0.4,5151.62
Black Creek,WECC,hc1940_p01,54860,"NA",47.5349,-121.7034,WA,King,171100000000,PSEI,Run-of-river,1,3.7,8290.17
Morse Creek,WECC,hc1955_p01,7407,"NA",48.069706,-123.35046,WA,Clallam,171100000000,NA,NA,1,0.49,NA
Weeks Falls,WECC,hc2008_p01,54387,"NA",47.43348,-121.648302,WA,King,171100000000,PSEI,Run-of-river,1,4.3,12639.06
Mirror Lake,WECC,hc2010_p01,54652,"NA",48.6636,-122.2173,WA,Whatcom,171100000000,NA,Canal/Conduit,4,0.8,868.788
Yelm,WECC,hc2105_p01,3878,WA00753,46.974956,-122.635725,WA,Thurston,171100000000,BPAT,Run-of-river,3,12,69542.53
Youngs Creek,WECC,hc2164_p01,57763,"NA",47.798944,-121.823616,WA,Snohomish,171100000000,BPAT,Run-of-river,1,7.5,15549.88
Electron,WECC,hc4086_p01,3854,"NA",46.99085,-122.174717,WA,Pierce,171100000000,PSEI,NA,4,22.8,93781.94
Cedar Falls,WECC,hc4100_p01,6430,WA00255,47.41221,-121.7526,WA,King,171100000000,SCL,NA,2,30,71738.41
Nooksack,WECC,hc4140_p01,58696,"NA",48.907778,-121.814167,WA,Whatcom,171100000000,PSEI,NA,1,1.5,23202.67
Woods Creek,WECC,hc7051_p01,NA,WA01456,47.9002,-121.8763,WA,Snohomish,171100000000,NA,NA,2,0.65,NA
Sygitowicz Creek,WECC,hc7105_p01,NA,"NA",48.769159,-122.216737,WA,Whatcom,171100000000,NA,NA,1,0.447,887
Falls Creek,WECC,hc7121_p01,NA,"NA",48.0725,-123.7215,WA,Clallam,171100000000,NA,NA,1,0.075,NA
Diamond Creek,WECC,hc7147_p01,NA,"NA",48.819581,-122.229641,WA,Whatcom,171100000000,NA,NA,1,0.025,NA
Smith Creek,WECC,hc7148_p01,NA,"NA",48.848,-122.2508,WA,Whatcom,171100000000,NA,NA,2,0.12,NA
Spencer Lake,WECC,hc7197_p01,NA,WA00494,48.5541,-122.8132,WA,San Juan,171100000000,NA,NA,1,0.04,170
Hood St Reservoir,WECC,hc7421_p01,NA,"NA",47.2317,-122.4447,WA,Pierce,171100000000,NA,Canal/Conduit,1,0.85,4800
Ebey Hill Diversion,WECC,hc7427_p01,NA,WA01137,48.23,-122.0267,WA,Snohomish,171100000000,NA,Run-of-river,1,0.1,620
Calligan Creek,WECC,hc7599_p01,60418,"NA",47.606052,-121.710446,WA,Kings,171100000000,PSEI,Run-of-river,1,6,5499
Hancock Creek,WECC,hc7600_p01,60517,"NA",47.57108,-121.714417,WA,Kings,171100000000,PSEI,Run-of-river,1,6,4996.5
Three Mile Hydropower Project,WECC,hc9046_p01,NA,"NA",42.50733056,-118.9075083,OR,Harney,171200000000,NA,Canal/Conduit,1,0.0105,NA
Roaring Springs Headquarters Hydropower Project,WECC,hc9047_p01,NA,"NA",42.65831944,-118.9869472,OR,Harney,171200000000,NA,Canal/Conduit,1,0.037,NA
Lake Mendocino,WECC,hc0322_p01,7489,CA10201,39.1981,-123.1831,CA,Mendocino,180101000000,CISO,NA,2,3.5,5460.25
Warm Springs,WECC,hc0334_p01,54261,CA10303,38.7182,-123.0087,CA,Sonoma,180101000000,CISO,NA,1,2.7,11461.35
Potter Valley,WECC,hc1009_p01,274,CA00399,39.3861,-123.1162,CA,Mendocino,180101000000,CISO,NA,3,9.4,25789.94
R.W. Matthews,WECC,hc1804_p01,10128,CA00833,40.3685,-123.4332,CA,Trinity,180101000000,CISO,NA,2,2,5152.59
Kekawaka Power House,WECC,hc1984_p01,54654,"NA",40.1107,-123.466,CA,Trinity,180101000000,CISO,Run-of-river,1,4.9,7795.98
Three Forks Water Power Project,WECC,hc2120_p01,54308,"NA",40.199826,-123.523182,CA,Trinity,180101000000,CISO,Run-of-river,1,1.3,6527.53
Baker Creek Diversion,WECC,hc2171_p01,59428,"NA",40.526389,-123.725556,CA,Humboldt,180101000000,CISO,NA,2,1.5,2561.4
McFadden Farm Diversion,WECC,hc7091_p01,NA,"NA",39.3598,-123.1278,CA,Mendocino,180101000000,NA,NA,2,0.562,1070
Burgess Creek Diversion,WECC,hc7146_p01,NA,"NA",40.1942,-123.4778,CA,Trinity,180101000000,NA,NA,1,0.025,NA
Mill and Sulphur Creek,WECC,hc7158_p01,NA,"NA",40.4648,-123.6012,CA,Humboldt,180101000000,NA,Run-of-river,1,0.995,3200
Boulder Creek Diversion,WECC,hc7318_p01,NA,"NA",41.721,-123.9748,CA,Del Norte,180101000000,NA,Run-of-river,1,5.5e-4,3.744
Power Canal Diversion,WECC,hc7359_p01,NA,"NA",39.3492,-123.1222,CA,Mendocino,180101000000,NA,Run-of-river,2,0.4,2100
Yellowjacket,WECC,hc7380_p01,NA,"NA",38.6535,-122.6363,CA,Sonoma,180101000000,NA,NA,1,0.1,312
Hammeken Powerhouse,WECC,hc7386_p01,NA,"NA",39.3533,-123.1267,CA,Mendocino,180101000000,NA,Run-of-river,2,0.305,1500
Green Springs,WECC,hc0023_p01,6403,OR00031,42.12116814,-122.5478957,OR,Jackson,180102000000,BPAT,Intermediate Peaking,1,17.2,58067.12
Judge F Carr,WECC,hc0027_p01,442,CA10165,40.64693399,-122.6269727,CA,Shasta,180102000000,WALC,Peaking,2,154.4,325216.47
Lewiston,WECC,hc0027_p02,977,CA10165,40.72586504,-122.7937139,CA,Trinity,180102000000,NA,Run-of-river,1,0.35,2368
Trinity,WECC,hc0049_p01,451,CA10196,40.79729606,-122.762553,CA,Trinity,180102000000,WALC,Peaking,2,140,391934.76
East Side,WECC,hc0124_p01,3025,OR00180,42.2344,-121.8004,OR,Klamath,180102000000,PACW,NA,1,3.2,5056.82
West Side,WECC,hc0124_p02,3042,OR00180,42.2336,-121.8014,OR,Klamath,180102000000,NA,NA,1,0.6,2930
C Drop,WECC,hc0173_p01,58470,"NA",42.16593,-121.685051,OR,Klamath,180102000000,PACW,Canal/Conduit,1,1.1,2229.83
Iron Gate,WECC,hc1215_p01,297,CA00325,41.9342,-122.4349,OR,Siskiyou,180102000000,PACW,NA,1,18,104316.71
Fall Creek,WECC,hc1216_p01,296,"NA",42.0036,-122.3588,CA,Siskiyou,180102000000,PACW,NA,3,2.1,11268.53
Copco 2,WECC,hc1217_p01,295,CA00324,41.9791,-122.339,CA,Siskiyou,180102000000,PACW,NA,2,27,109080.24
Copco 1,WECC,hc1218_p01,294,CA00323,41.9794,-122.3334,CA,Siskiyou,180102000000,PACW,NA,2,20,85977.59
John C Boyle,WECC,hc1219_p01,3028,OR00559,42.1226,-122.0471,OR,Klamath,180102000000,PACW,NA,2,98.7,241188
North Fork Hydro,WECC,hc1961_p01,10737,"NA",42.5017,-120.9869,OR,Klamath,180102000000,PACW,Run-of-river,1,1.2,2035.71
Big Creek Water Works,WECC,hc1981_p01,10282,"NA",40.6487,-123.5207,CA,Trinity,180102000000,CISO,NA,1,5,2947.8
Cornwell,WECC,hc7020_p01,NA,"NA",41.41,-123.4697,CA,Siskiyou,180102000000,NA,NA,1,0.012,NA
Bell Powerhouse,WECC,hc7082_p01,NA,"NA",41.1135,-122.8742,CA,Trinity,180102000000,NA,NA,1,0.05,NA
Cedar Flat Diversion,WECC,hc7160_p01,NA,"NA",40.7763,-123.4477,CA,Trinity,180102000000,NA,NA,1,0.32,NA
Eckert Powerhouse,WECC,hc7176_p01,NA,"NA",41.265,-123.663,CA,Siskiyou,180102000000,NA,NA,1,9e-4,NA
Spellenberg,WECC,hc7185_p01,NA,"NA",40.7802,-123.459,CA,Trinity,180102000000,NA,NA,1,0.022,151.7
Prather Creek,WECC,hc7200_p01,NA,"NA",41.773944,-122.106043,CA,Siskiyou,180102000000,NA,NA,1,0.1,NA
Weber Flat No. 1,WECC,hc7230_p01,NA,"NA",40.8694,-122.89,CA,Trinity,180102000000,NA,Run-of-river,1,0.75,3000
Lower Cold Springs Powerhouse,WECC,hc7239_p01,NA,"NA",41.9298,-122.3525,CA,Alameda,180102000000,NA,NA,1,0.09,NA
Luckey Hydro Powerhouse,WECC,hc7256_p01,NA,"NA",41.9333,-122.3533,CA,Siskiyou,180102000000,NA,NA,1,0.05,294
Denny Creek,WECC,hc7259_p01,NA,"NA",42.3667,-122,OR,Klamath,180102000000,NA,NA,1,0.075,370
Upper Cold Springs Powerhouse,WECC,hc7348_p01,NA,"NA",41.9298,-122.3524,CA,Siskiyou,180102000000,NA,Canal/Conduit,1,0.066,462
Pit 3,WECC,hc1026_p01,266,CA00395,41.0218,-121.6767,CA,Shasta,180200000000,CISO,Peaking,3,80.1,318207.59
Pit 4,WECC,hc1027_p01,267,CA00397,40.9878,-121.7692,CA,Shasta,180200000000,CISO,Peaking,2,103.4,407806.29
Pit 5,WECC,hc1028_p01,268,CA00402,40.9927,-121.8691,CA,Shasta,180200000000,CISO,Peaking,4,141.6,692193.06
James B Black,WECC,hc1243_p01,249,CA00417,41.0414,-121.9853,CA,Shasta,180200000000,CISO,NA,2,168.6,628819.82
Pit 6,WECC,hc1244_p01,269,CA00414,40.9224,-121.9931,CA,Shasta,180200000000,CISO,NA,2,79.2,324702.59
Pit 7,WECC,hc1245_p01,270,CA00415,40.8481,-121.9903,CA,Shasta,180200000000,CISO,NA,2,109.8,448556.18
Hat Creek 1,WECC,hc1639_p01,243,"NA",40.9222,-121.547,CA,Shasta,180200000000,CISO,Run-of-river,1,10,29744.35
Pit 1,WECC,hc1653_p01,265,CA00405,41.0082,-121.4482,CA,Shasta,180200000000,CISO,Peaking,2,69.2,240480.82
Lake Siskiyou,WECC,hc1707_p01,50179,CA00889,41.2822,-122.3285,CA,Siskiyou,180200000000,PACW,Canal/Conduit,2,5,18673.65
Montgomery Creek Hydro,WECC,hc1817_p01,55009,"NA",40.8362,-121.939,CA,Shasta,180200000000,CISO,NA,1,2.6,7978.45
Lost Creek I,WECC,hc1826_p01,10708,"NA",40.7595,-121.408,CA,Shasta,180200000000,CISO,Run-of-river,1,1.1,5391.76
Slate Creek,WECC,hc1827_p01,50961,"NA",40.9882,-122.4855,CA,Shasta,180200000000,PACW,NA,1,4.2,8782.18
Hatchet Creek Project,WECC,hc1921_p01,10882,"NA",40.8738,-121.92,CA,Shasta,180200000000,CISO,Run-of-river,1,6.8,16824.86
Roaring Creek Water Power,WECC,hc1993_p01,10881,"NA",40.8822,-121.9482,CA,Shasta,180200000000,CISO,Run-of-river,1,2,5658.97
Muck Valley Hydroelectric,WECC,hc2021_p01,10458,CA01325,40.972373,-121.251771,CA,Lassen,180200000000,CISO,Run-of-river,1,29.9,55843.06
Burney Creek,WECC,hc2035_p01,10706,"NA",40.8597,-121.7227,CA,Shasta,180200000000,CISO,Run-of-river,1,3,5520.04
Nelson Creek,WECC,hc2046_p01,50223,"NA",41.039023,-121.881097,CA,Shasta,180200000000,CISO,NA,1,1.2,2666.09
Cove Hydroelectric,WECC,hc2051_p01,10707,"NA",40.8713,-121.9482,CA,Shasta,180200000000,CISO,NA,1,5,14461.56
Bidwell Ditch Project,WECC,hc2067_p01,10880,"NA",40.8018,-121.4473,CA,Shasta,180200000000,CISO,Canal/Conduit,1,1.8,11004.05
Hat Creek Diversion,WECC,hc7096_p01,NA,"NA",40.7815,-121.4987,CA,Shasta,180200000000,NA,NA,1,0.1,NA
Baker-Kosk,WECC,hc7098_p01,NA,"NA",41.055,-121.92,CA,Shasta,180200000000,NA,NA,1,0.27,NA
Lost Creek No. 2 Diversion,WECC,hc7108_p01,NA,"NA",40.7583,-121.4237,CA,Shasta,180200000000,NA,Run-of-river,1,0.455,3200
Goose Valley Powerhouse,WECC,hc7184_p01,NA,"NA",40.9222,-121.7235,CA,Shasta,180200000000,NA,Canal/Conduit,2,0.224,992.07
Silver Springs Powerhouse,WECC,hc7362_p01,NA,"NA",40.94,-121.9908,CA,Shasta,180200000000,NA,NA,1,0.6,4000
Folsom,WECC,hc0016_p01,441,CA10148,38.70675033,-121.1584432,CA,Sacramento,180201000000,WALC,Intermediate Peaking,3,198.6,528195.29
Nimbus,WECC,hc0037_p01,444,CA10174,38.6373502,-121.2201978,CA,Sacramento,180201000000,WALC,Run-of-river,2,13.4,53445.53
Stony Gorge,WECC,hc0139_p01,7151,CA10194,39.5862,-122.5325,CA,Glenn,180201000000,CISO,NA,2,5,11612.44
High Line,WECC,hc0155_p01,7224,"NA",39.7822,-122.2923,CA,Glenn,180201000000,NA,Canal/Conduit,1,0.53,2885
Narrows,WECC,hc0308_p01,262,CA10105,39.2388,-121.2695,CA,Nevada,180201000000,CISO,Run-of-river,1,10.2,45888.47
Black Butte,WECC,hc0331_p01,7229,CA10102,39.8142,-122.3328,CA,Glenn,180201000000,CISO,NA,2,6.1,13267.68
El Dorado,WECC,hc1021_p01,238,CA00375,38.7699,-120.586,CA,El Dorado,180201000000,CISO,Peaking,2,20,64659.76
Grizzly,WECC,hc1060_p01,7338,CA00331,39.9012,-121.2283,CA,Plumas,180201000000,CISO,NA,1,22,41938.96
Bucks Creek,WECC,hc1061_p01,220,CA00333,39.8914,-121.2919,CA,Plumas,180201000000,CISO,NA,2,66,201571.59
Toadtown,WECC,hc1072_p01,714,CA82565,39.885813,-121.597976,CA,Butte,180201000000,CISO,Run-of-river,1,1.8,4270
Cresta,WECC,hc1158_p01,231,CA00329,39.8805,-121.3702,CA,Plumas,180201000000,CISO,Peaking,2,73.8,276013.59
Rock Creek,WECC,hc1159_p01,275,CA00330,39.9866,-121.2834,CA,Plumas,180201000000,CISO,Peaking,2,126,401312.82
French Meadows,WECC,hc1211_p01,424,CA00856,39.1118,-120.4708,CA,Placer,180201000000,CISO,NA,1,15.3,55363.06
Hell Hole,WECC,hc1212_p01,763,CA00857,39.058,-120.4091,CA,Placer,180201000000,NA,NA,1,0.725,2723
Middle Fork,WECC,hc1212_p02,425,CA00857,39.058,-120.4091,CA,Placer,180201000000,CISO,NA,2,122.4,499669.65
Ralston,WECC,hc1213_p01,427,CA00858,39.0264,-120.6032,CA,Placer,180201000000,CISO,NA,1,79.2,351948.18
Oxbow,WECC,hc1214_p01,426,CA00859,39.0043,-120.7464,CA,Placer,180201000000,CISO,NA,1,6.1,24814.47
Forbestown,WECC,hc1227_p01,417,CA00273,39.5515,-121.2095,CA,Butte,180201000000,CISO,NA,1,41.9,137502.47
Woodleaf,WECC,hc1228_p01,419,CA00268,39.5763,-121.1357,CA,Butte,180201000000,CISO,NA,1,67.2,228020
Sly Creek,WECC,hc1229_p01,776,CA00272,39.5826,-121.1155,CA,Butte,180201000000,CISO,NA,1,12.1,32169.71
Loon Lake,WECC,hc1234_p01,432,CA00820,39.0031,-120.3099,CA,El Dorado,180201000000,BANC,NA,1,74.1,95644.24
Robbs Peak,WECC,hc1235_p01,433,CA00819,38.9247,-120.3698,CA,El Dorado,180201000000,BANC,NA,1,25.5,47172.12
Union Valley,WECC,hc1236_p01,6612,CA00816,38.8665,-120.4405,CA,El Dorado,180201000000,BANC,NA,1,38.6,103449.12
Jaybird,WECC,hc1237_p01,431,CA00815,38.8521,-120.4574,CA,El Dorado,180201000000,BANC,NA,2,161.6,506861.71
Camino,WECC,hc1238_p01,430,CA00817,38.8283,-120.5367,CA,El Dorado,180201000000,BANC,NA,2,157.8,337346.24
Slab Creek,WECC,hc1239_p01,522,CA00823,38.7732,-120.699,CA,El Dorado,180201000000,NA,NA,1,0.482,1009
White Rock/Slab Creek,WECC,hc1239_p02,435,CA00823,38.7732,-120.699,CA,El Dorado,180201000000,BANC,NA,3,266.5,507822.18
Jones Fork,WECC,hc1239_p03,534,CA00823,38.7732,-120.699,CA,El Dorado,180201000000,BANC,NA,1,10,19307.47
Butt Valley,WECC,hc1240_p01,221,CA00327,40.1744,-121.0888,CA,Plumas,180201000000,CISO,NA,1,40,124555.94
Caribou 1,WECC,hc1241_p01,222,CA00326,40.1154,-121.1461,CA,Plumas,180201000000,CISO,NA,3,73.8,127566.06
Caribou 2,WECC,hc1241_p02,223,CA00326,40.1154,-121.1461,CA,Plumas,180201000000,CISO,NA,2,117.9,412408.65
Belden,WECC,hc1242_p01,219,CA00413,40.0757,-121.1612,CA,Plumas,180201000000,CISO,NA,1,117.9,281192.35
Oak Flat,WECC,hc1242_p02,626,CA00413,40.0757,-121.1612,CA,Plumas,180201000000,CISO,NA,1,1.4,5208
Poe,WECC,hc1246_p01,272,CA00328,39.8097,-121.4318,CA,Butte,180201000000,CISO,NA,2,142.8,511195.12
Chili Bar,WECC,hc1266_p01,225,CA00418,38.7715,-120.8128,CA,El Dorado,180201000000,CISO,NA,1,7,26683.29
Colgate,WECC,hc1337_p01,454,CA00863,39.3921,-121.1411,CA,Yuba,180201000000,CISO,NA,2,315,1122974.18
Fish Power,WECC,hc1337_p02,4229,CA00863,39.3921,-121.1411,CA,Yuba,180201000000,NA,NA,1,0.15,1071
Narrows 2,WECC,hc1337_p03,455,CA00863,39.3921,-121.1411,CA,Yuba,180201000000,CISO,NA,1,46.7,180492.94
Bowman,WECC,hc1340_p01,50546,CA00245,39.4485,-120.6527,CA,Nevada,180201000000,CISO,NA,1,3.6,12578
Dutch Flat 2,WECC,hc1341_p01,413,CA00258,39.2242,-120.8355,CA,Nevada,180201000000,CISO,NA,1,27.3,82724.94
Chicago Park,WECC,hc1342_p01,412,CA82570,39.1817,-120.8848,CA,Nevada,180201000000,CISO,NA,1,44,140804.12
Rollins,WECC,hc1343_p01,34,CA00255,39.1356,-120.953,CA,"Nevada, Placer",180201000000,CISO,NA,1,12.1,64530.71
Newcastle,WECC,hc1369_p01,632,CA00372,39.4302,-120.6187,CA,Nevada,180201000000,CISO,NA,1,12.7,22687.18
Spaulding 3,WECC,hc1370_p01,283,CA00358,39.3453,-120.6413,CA,Nevada,180201000000,CISO,NA,1,6.6,27681.71
Spaulding 1,WECC,hc1371_p01,281,CA00358,39.3271,-120.6431,CA,Nevada,180201000000,CISO,NA,1,7,30328.59
Spaulding 2,WECC,hc1371_p02,282,CA00358,39.3271,-120.6431,CA,Nevada,180201000000,CISO,NA,1,3.7,8656.35
Drum 1,WECC,hc1372_p01,235,CA00350,39.2508,-120.7506,CA,Placer,180201000000,CISO,NA,4,49.2,87838.35
Drum 2,WECC,hc1372_p02,236,CA00350,39.2508,-120.7506,CA,Placer,180201000000,CISO,NA,1,53.1,271675.76
Dutch Flat,WECC,hc1373_p01,237,CA00421,39.2543,-120.7755,CA,"Nevada, Placer",180201000000,CISO,NA,1,22,87165.06
Deer Creek,WECC,hc1376_p01,233,"NA",39.2947,-120.8256,CA,Nevada,180201000000,CISO,NA,1,5.5,18816.18
Alta,WECC,hc1377_p01,214,"NA",39.2193,-120.7857,CA,Placer,180201000000,CISO,NA,1,1,3659.41
Combie South,WECC,hc1766_p01,846,CA00249,39.0098,-121.058,CA,Placer,180201000000,CISO,Canal/Conduit,3,1.5,5475.94
Combie North,WECC,hc1766_p02,847,CA00249,39.0103,-121.0585,CA,Nevada,180201000000,NA,Canal/Conduit,2,0.45,847
Camp Far West,WECC,hc1768_p01,531,CA00227,39.0501,-121.3165,CA,"Yuba, Placer",180201000000,CISO,NA,1,7.2,23286.12
Rock Creek LP,WECC,hc1793_p01,50892,"NA",38.7938,-120.7755,CA,El Dorado,180201000000,CISO,Run-of-river,2,3,1914.48
Clear Lake Hydro Project,WECC,hc1834_p01,50128,CA00911,38.9227,-122.5663,CA,Lake,180201000000,CISO,NA,1,2.5,458.9893333
Indian Valley Dam Hydro Project,WECC,hc1835_p01,50129,CA01107,39.0795,-122.536,CA,Lake,180201000000,CISO,NA,3,2.9,5970.29
Scott Flat,WECC,hc1920_p01,839,CA00253,39.2719,-120.931,CA,Nevada,180201000000,CISO,NA,1,1,3909.59
Lower Haypress Creek,WECC,hc1928_p01,10253,"NA",39.5615,-120.5805,CA,Sierra,180201000000,CISO,NA,1,5,7571.080643
Haypress Creek,WECC,hc1928_p02,10253,"NA",39.5693,-120.5622,CA,Sierra,180201000000,CISO,NA,1,5,7571.080643
Deadwood Creek,WECC,hc1970_p01,7507,"NA",39.5478,-121.0947,CA,Yuba,180201000000,CISO,Canal/Conduit,1,2,2100.5
Kanaka,WECC,hc1991_p01,54653,"NA",39.562,-121.2807,CA,Butte,180201000000,CISO,Run-of-river,1,1.1,1333.2
Hamilton Branch,WECC,hc4005_p01,242,CA00407,40.28345127,-121.0246487,CA,Plumas,180201000000,CISO,NA,2,5.3,12072.76
Lime Saddle,WECC,hc4006_p01,255,CA00344,39.712764,-121.571941,CA,Butte,180201000000,CISO,NA,2,2,4946.59
Virginia Ranch,WECC,hc7027_p01,NA,CA00842,39.3236,-121.3097,CA,Yuba,180201000000,NA,Canal/Conduit,2,1,NA
Graeagle Diversion,WECC,hc7031_p01,NA,"NA",39.7483,-120.6443,CA,Plumas,180201000000,NA,NA,1,0.36,NA
Salmon Creek Diversion,WECC,hc7054_p01,NA,"NA",39.622,-120.6122,CA,Sierra,180201000000,NA,NA,1,0.6,NA
"Tunnel Hill, Buckeye Powerhouses",WECC,hc7073_p01,NA,"NA",38.9433,-120.7179,CA,El Dorado,180201000000,NA,Canal/Conduit,3,0.945,NA
Camp Creek Diversion,WECC,hc7155_p01,NA,"NA",39.8292,-121.4232,CA,Butte,180201000000,NA,NA,1,0.995,4478
Wolf Creek Powerhouse,WECC,hc7164_p01,NA,"NA",39.2284,-121.0264,CA,Nevada,180201000000,NA,NA,1,0.00225,NA
Five Bears Diversion,WECC,hc7167_p01,NA,"NA",40.0018,-120.7037,CA,Plumas,180201000000,NA,Run-of-river,1,0.935,1900
Peter Ranch Powerhouse,WECC,hc7222_p01,NA,"NA",40.1222,-120.7897,CA,Plumas,180201000000,NA,Canal/Conduit,1,0.037,83
Little Bear Creek Diversion,WECC,hc7225_p01,NA,"NA",39.215,-120.8142,CA,Placer,180201000000,NA,NA,1,0.01,NA
Charcoal Ravine,WECC,hc7233_p01,NA,"NA",39.5608,-120.7032,CA,Sierra,180201000000,NA,NA,1,0.058,NA
Canyon Creek Diversion,WECC,hc7245_p01,NA,"NA",38.9413,-120.8908,CA,Dorado,180201000000,NA,Run-of-river,1,0.615,2000
Vanjop Powerhouse No. 1,WECC,hc7275_p01,NA,"NA",39.0058,-121.3748,CA,Placer,180201000000,NA,Canal/Conduit,3,0.35,1210
Wright Ranch Diversion,WECC,hc7296_p01,NA,"NA",39.5367,-120.8755,CA,Sierra,180201000000,NA,NA,1,0.02,130
Gansner,WECC,hc7299_p01,NA,"NA",39.9383,-120.96,CA,Plumas,180201000000,NA,Canal/Conduit,1,0.25,NA
29 Mile Creek Diversion,WECC,hc7303_p01,NA,"NA",38.7728,-120.3602,CA,El Dorado,180201000000,NA,Run-of-river,1,0.03,130
Graeagle Golf Course Powerhouse,WECC,hc7433_p01,NA,"NA",39.7578,-120.6012,CA,Plumas,180201000000,NA,Run-of-river,1,0.09,NA
Tank 3,WECC,hc9043_p01,NA,"NA",38.7411,-120.739,CA,El Dorado,180201000000,NA,Canal/Conduit,3,0.6,2900
Keswick,WECC,hc0028_p01,443,CA10160,40.61185801,-122.4464413,CA,Shasta,180202000000,WALC,Intermediate Peaking,3,117,392834
Shasta,WECC,hc0046_p01,445,CA10186,40.71745491,-122.422274,CA,Shasta,180202000000,WALC,Peaking,7,714,1907760.53
Spring Creek,WECC,hc0047_p01,450,CA10190,40.62811454,-122.4675091,CA,Shasta,180202000000,WALC,Peaking,2,180,374405.41
Monticello,WECC,hc0126_p01,7646,CA10170,38.5133,-122.1037,CA,"Napa, Solano",180202000000,CISO,NA,3,11.5,43203.82
Whiskeytown,WECC,hc0130_p01,7189,CA10204,40.5978,-122.539,CA,Shasta,180202000000,BANC,NA,1,3.5,24710.59
Centerville,WECC,hc1024_p01,224,"NA",39.801668,-121.656435,CA,Butte,180202000000,CISO,Run-of-river,2,6.4,20156.22222
Kilarc,WECC,hc1057_p01,253,"NA",40.6693,-121.8612,CA,Shasta,180202000000,CISO,Run-of-river,1,1.5,14408.18
Cow Creek,WECC,hc1058_p01,229,"NA",40.5811,-122.0125,CA,Shasta,180202000000,CISO,Run-of-river,2,1.4,6694.82
De Sabla,WECC,hc1071_p01,232,CA00343,39.870838,-121.632294,CA,Butte,180202000000,CISO,Run-of-river,1,18.4,73092.06
Volta 1,WECC,hc1085_p01,290,"NA",40.4832,-121.8638,CA,Shasta,180202000000,CISO,Peaking,1,8.5,42629.29
Volta 2,WECC,hc1085_p02,180,"NA",40.4832,-121.8638,CA,Shasta,180202000000,CISO,Peaking,1,1,4147
South,WECC,hc1086_p01,280,"NA",40.4773,-121.8622,CA,Shasta,180202000000,CISO,Peaking,1,6.7,38253.24
Inskip,WECC,hc1086_p02,248,"NA",40.4773,-121.8622,CA,Shasta,180202000000,CISO,Peaking,1,7.6,35499.71
Coleman,WECC,hc1087_p01,227,CA00392,40.413137,-122.11546,CA,Shasta,180202000000,CISO,Peaking,1,12.1,50322.53
Kelly Ridge,WECC,hc1226_p01,418,CA00275,39.5048,-121.4575,CA,Butte,180202000000,CISO,NA,1,10,64129.71
Thermalito Diverson Dam,WECC,hc1232_p01,7129,CA00036,39.5288,-121.5449,CA,Butte,180202000000,CISO,NA,1,3.4,16863.59
Halsey,WECC,hc1374_p01,241,CA00352,38.9716,-121.0363,CA,Placer,180202000000,CISO,NA,1,13.6,45495.88
Wise,WECC,hc1375_p01,292,CA01593,38.9129,-121.0843,CA,Placer,180202000000,CISO,NA,2,16.4,73619.53
